yyyy,mm,yearmonth,SOI,NAO,EA,WP,EP_NP,PNA,EA_WR,SCA,TNH,POL,PT,expl_var,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX,CAPCP,CATAVG,CAPDSI,CAPHDI,CAZNDX,CAPMDI
1980,12,198012,-0.1,0.63,-1.29,-2.41,-99.9,-0.57,-1.17,-1.51,0.35,-0.43,-99.9,79.7,0.82,36.5,-3.28,-3.28,-3.09,-3.28,0,887,-2.18,-1.38,-0.84,-1.49,-1.68,-1.37,0.75,25.6,47.3,3.2,67.93,3.36,3.36,0.97,2.85
1981,1,198101,0.4,-0.08,-2.52,-0.82,1.02,2.46,0.11,-0.75,-1.26,1.91,-99.9,74.7,0.59,29.2,-4.14,-4.14,-3.57,-4.14,0,1114,-3.09,-3.09,-2.65,-2.06,-2.7,-2.02,0,18.9,39.5,3.86,72.63,4.13,4.13,3.35,4.13
1981,2,198102,-0.2,0.6,-0.95,-0.3,-0.03,0.21,-1.13,0.59,-0.53,0.17,-99.9,47.5,3.41,38.2,-3.6,-3.6,0.33,-3.41,0,740,0.41,-1.38,-2.66,-1.58,-2.3,-1.7,-0.21,26,50.3,2.4,73.29,3.69,3.69,0.05,3.61
1981,12,198112,0.5,-0.11,0.58,0.74,-99.9,-0.42,-1.62,-0.47,-1.36,0.07,-99.9,60.6,3.48,33.4,0.21,-1.99,0.63,-1.66,0,965,0.27,-0.86,-0.39,-0.48,-0.48,-1.31,-2.13,25.2,41.7,2.82,65.43,3.63,3.63,0.96,3.63
1982,1,198201,1.2,-1.55,-0.23,0.03,1.11,-1.75,0.3,-0.77,1.2,0.74,-99.9,54.4,3.93,28.3,0.6,-1.38,1.23,-0.46,0,1144,0.63,0.54,-0.36,-0.46,-0.21,-0.67,-1.9,18.8,37.9,1.53,54.73,0.55,2.71,1.64,2
1982,2,198202,0.3,0.86,-0.08,-1.57,1.16,-1.2,1.32,0.73,0.24,0.1,-99.9,78.9,4.74,38,1.3,1.3,2.3,1.3,0,765,1.32,1.31,1.14,0.27,-0.02,-0.39,-1.43,28.2,47.8,2.21,43.02,0.68,2.24,0.57,1.27
1982,12,198212,-2.2,1.56,-1.34,1.42,-99.9,0.45,0.02,-0.28,0.44,-0.81,-99.9,60.6,3.09,42.6,-0.06,1.05,-0.17,0.86,0,684,-0.03,0.38,0.3,0.04,0.21,0.48,-0.52,33.2,52.1,1.32,32.22,1.54,1.08,2.78,0.94
1983,1,198301,-3.5,1.34,0.59,-0.05,-0.31,0.87,1.31,-1.33,-1.87,-0.79,-99.9,84.1,1.6,34.1,-0.68,-0.68,-1.89,-0.68,0,951,-1.56,-0.92,-0.35,-0.51,-0.04,0.03,-0.41,25.7,42.4,2.19,29.5,2,2,1.85,2
1983,2,198302,-3.6,-1.04,-1.05,-0.89,-0.31,1.44,0.47,0.47,-1.84,1.18,-99.9,67.1,3.8,36.1,0.38,0.38,1.14,0.38,0,809,0.69,-0.42,-0.36,-0.29,0.18,-0.11,-0.37,26,46.3,2.35,32.49,1.51,1.51,0.84,1.05
1983,12,198312,0,0.18,-0.05,-0.8,-99.9,-0.61,-0.98,-1.87,1.24,-1.28,-99.9,53.8,5.31,34.1,1.89,1.89,3.23,1.89,0,956,1.51,1.67,1.93,0.05,0.65,0.6,0.78,25,43.1,2.14,41.45,1.76,1.76,1.21,1.76
1984,1,198401,0.2,1.42,-0.31,-1.67,-0.97,0.6,-2.06,-0.46,1.07,-0.9,-99.9,86.4,2.49,30.8,1.47,1.47,-0.65,1.1,0,1073,-0.5,0.72,1.16,0.52,-0.14,0.77,0.57,21.3,40.3,2.14,51.6,1.95,1.95,1.12,1.95
1984,2,198402,0.9,0.37,-0.34,-0.33,-1.41,0.73,-1.78,1.31,-1.26,0.24,-99.9,59.3,4.92,41.5,2.06,2.06,2.22,2.06,0,651,1.43,0.7,1.34,1.48,0.14,0.99,0.59,30.8,52.3,3.2,60.84,1.52,1.52,0.67,1.14
1984,12,198412,-0.1,-0.09,-1.18,0.6,-99.9,-1.9,0.06,2.84,1.34,0.6,-99.9,78.3,1.94,45.1,-1.73,-1.73,-2.19,-1.73,2,615,-1.02,-0.4,-0.46,-0.45,-0.17,0.44,0.75,34,56.2,2.62,69.96,1.74,1.74,1.11,1.74
1985,1,198501,-0.3,-2.38,-0.78,-0.61,1,1.44,-0.34,0.41,1.07,0.05,-99.9,70.2,2.95,29.5,-1.57,-1.57,-0.05,-1.52,0,1089,-0.09,-0.8,-0.44,-0.87,-0.56,0.52,0.89,20.8,38.3,2.94,73.58,0.16,1.4,0.47,1.1
1985,2,198502,1.2,-1,-0.14,-1.12,-2.41,-0.99,0.38,-0.2,0.77,-1.72,-99.9,58.6,3.61,36.3,-1.12,-1.12,0.87,-0.56,0,795,0.56,0.25,-0.35,-0.86,-0.75,0.31,0.87,26.1,46.6,2.76,73.17,0.23,1.17,0.28,0.66
1985,12,198512,0.2,0.11,0.12,-0.96,-99.9,1.08,-0.05,0.06,0.79,-2.86,-99.9,75.7,1.09,34.3,-0.7,1.86,-2.09,0.93,0,941,-1.88,1.72,1.64,1.52,0.65,0.23,0.51,24,44.6,2.82,64.74,0.56,0.69,1.06,0.36
1986,1,198601,1,0.78,-0.78,-0.36,0.52,0.6,-1.11,0.16,-0.95,0.02,-99.9,72.3,1.75,33.6,-1.18,1.11,-1.67,-0.51,0,964,-1.34,-2.28,0.95,1.07,0.79,-0.01,0.37,22.5,44.6,3.5,53.33,1.83,1.83,3.97,1.83
1986,2,198602,-1,-1.58,-0.59,-1.97,0.83,0.41,-0.07,0.94,-0.25,1.52,-99.9,69.4,2.97,37.5,-1.09,0.96,-0.1,-0.64,0,792,0.07,-0.87,-1.89,0.49,0.67,-0.1,0.12,29.4,45.5,1.72,38.66,1.77,1.77,0.41,1.77
1986,12,198612,-1.4,0.83,1.13,-0.17,-99.9,1.06,1.42,0.49,0.08,-0.06,-99.9,68.2,4.82,37.6,0.55,-2.73,1.64,-2.03,0,841,1.2,1.16,0.61,0.24,-0.87,-1.52,-0.89,28.1,47.1,2.22,35.94,1.91,1.91,0.96,1.91
1987,1,198701,-0.7,-1.85,0.06,1.57,-0.74,0.63,0.82,0.18,0,0.17,-99.9,80.9,5.08,32.7,1.4,-1.55,2.72,0.25,0,998,1.31,1.61,1.56,0.85,-0.09,-0.87,-0.59,23.9,41.6,2.26,29.46,2.24,2.24,1.58,2.24
1987,2,198702,-1.2,-1.27,0.78,0.37,-0.49,0.57,-0.03,-0.52,-0.51,0.2,-99.9,55.1,2.7,35.5,1.14,-1.5,-0.34,0.11,0,830,-0.14,0.89,1.3,0.39,-0.03,-0.93,-0.72,25.1,45.9,2.59,30.52,2.69,2.69,2.03,2.69
1987,12,198712,-0.5,0.21,0.95,1.75,-99.9,0.5,1.22,-1.38,-1,-1.26,-99.9,87.6,3.08,39.9,-1.01,-1.01,0.05,0.17,0,773,-0.04,0.45,-0.27,-0.25,0.3,0.43,-0.73,30.7,49.1,2.12,35.91,0.02,2.43,0.06,2.39
1988,1,198801,-0.1,0.68,0.99,1.83,1.13,0.03,-1.09,0.72,0.78,0.66,-99.9,79.1,2.53,29.5,-1.1,-1.1,-0.6,-0.16,0,1099,-0.46,-0.38,0.1,-0.05,-0.64,-0.06,-0.63,19.4,39.6,2.15,52.59,0.48,1.7,1.45,0.98
1988,2,198802,-0.4,0.42,-0.83,0.3,-0.13,1.37,-1.44,0.6,1.3,-1.07,-99.9,67.8,2.09,36.4,-1.4,-1.4,-1.25,-0.83,0,794,-0.67,-0.93,-0.75,0.29,-0.68,-0.15,-0.75,25.2,47.6,2.87,59.31,0.33,1.63,0.32,1.01
1988,12,198812,1.2,0.48,-1.18,-0.67,-99.9,0.33,0.75,-1.98,0.65,0.8,-99.9,73.4,1.2,36.5,-2.3,-2.3,-2.07,-2.3,0,879,-1.76,-0.27,-0.6,-0.79,-0.92,-1.56,-0.75,25.4,47.6,2.69,69.08,0.5,1.25,0.64,0.33
1989,1,198901,1.5,0.85,0.7,1.26,-1.81,-1.57,1.14,-0.31,0.39,0.8,-99.9,90.6,2.1,39.5,-2.6,-2.6,-1.61,-2.6,0,795,-0.91,-1.9,-0.71,-1.08,-1.09,-1.62,-1.16,28.7,50.4,2.68,73.89,0.52,1.05,0.21,0.05
1989,2,198902,1.2,1.82,0.22,0.53,2.34,-1.71,-0.23,-1.14,1.4,1.43,-99.9,77.6,3.5,37.5,0.21,-2.13,0.63,-1.8,0,772,0.48,-0.3,-1.26,-0.81,-1.18,-1.4,-1.06,27.5,47.5,2.83,72.21,0.26,1.16,0.64,0.39
1989,12,198912,-0.5,-1.15,1.42,-1.98,-99.9,0.57,0.07,-1.58,0.54,-0.47,-99.9,79.2,2.12,27,3.29,3.29,-0.71,2.96,0,1187,-0.85,-0.38,0.11,1.07,1.71,1.74,0.24,17.1,36.8,2.21,66.45,0.65,0.62,1.25,0.58
1990,1,199001,-0.1,0.7,0.19,1.37,-0.58,-1.09,0.18,0.16,0.81,-2.16,-99.9,58.2,3.47,42,2.94,2.94,-0.04,2.54,4,711,0.31,-0.39,-0.2,0.72,1.71,2.06,0.31,31.3,52.7,2.4,54.77,0.4,0.74,0.54,0.23
1990,2,199002,-1.8,1.16,1.55,0.24,-1.86,-2.78,-0.14,-1.68,0.44,-0.67,-99.9,68.8,3.32,44.4,2.55,2.55,-0.26,2,0,577,0.34,0.38,-0.16,0.77,1.61,1.95,0.47,32.2,56.7,2.05,42.73,0.63,0.63,0.82,0.63
1990,12,199012,-0.2,0.11,-0.78,0.61,-99.9,-1.62,-0.63,-0.15,1.26,0.87,-99.9,66.7,4.22,42.7,0.42,0.42,1.25,0.42,0,687,0.8,-0.02,1.2,0.5,0.52,0.46,1.47,32.1,53.2,1.9,30.4,1.05,1.05,1.44,1.05
1991,1,199101,0.6,0.49,0.92,-1.3,-0.45,0.2,0.93,0,1.58,-0.64,-99.9,77.6,3.72,37.1,0.6,0.6,0.7,0.6,0,870,0.49,0.79,0.18,0.63,0.64,0.5,1.71,27.4,46.7,1.48,29.71,1.83,1.83,2.68,1.83
1991,2,199102,0.3,0.74,0.15,-0.78,0.31,1.13,-0.67,1.72,-0.05,0.58,-99.9,64,1.9,41,-0.63,-0.63,-1.88,-0.63,0,665,-0.84,-0.29,0.25,0.25,-0.22,0.27,1.53,29.2,52.7,2.78,37.42,0.39,1.25,1.17,0.62
1991,12,199112,-1.8,0.34,-1.3,0.29,-99.9,0.17,1.99,0.01,-0.03,1.74,-99.9,76.4,4.81,41.1,0.26,-2.76,0.79,-2.38,0,737,1.19,0.46,-0.23,-0.65,-1.17,-0.77,-0.15,30.3,52,3.16,43.47,0.81,0.67,1.37,0.64
1992,1,199201,-2.9,-0.66,-0.54,0.35,-0.17,0.99,2.49,-0.02,-0.73,1.11,-99.9,78,2.65,37.4,-0.24,-2.72,-0.72,-2.57,0,861,-0.35,0.57,0.15,-1.05,-1.1,-0.98,-0.31,27.3,47.4,2.3,48.67,0.84,0.84,0.35,0.84
1992,2,199202,-0.9,0.77,-0.19,-0.81,0.7,0.09,0.92,-0.03,-0.7,0.45,-99.9,48.9,2.89,40.4,-0.38,-2.6,-0.48,-2.58,0,698,0.01,-0.34,0.46,-0.68,-0.85,-0.8,-0.37,29.7,51,2.88,58.87,0.92,0.92,0.5,0.92
1992,12,199212,-0.6,0.35,-0.05,0.08,-99.9,-1.53,0.36,-0.18,0.35,0.96,-99.9,65.3,3.9,37.4,1.42,1.42,1.26,1.42,0,849,0.57,1,0.46,0.38,0.44,0.19,-0.36,29,45.8,2.92,69.49,0.8,0.8,0.09,0.8
1993,1,199301,-0.9,1.35,0.63,-0.22,-0.65,-1.48,0.64,-1.29,-0.59,1.12,-99.9,76.3,3.77,38.8,1.48,1.48,0.63,1.48,0,814,0.52,0.66,1.01,0.54,0.54,0.39,-0.39,30.1,47.6,3.11,73.24,1.19,1.19,1.44,1.19
1993,2,199302,-0.7,0.12,-1.82,0.24,2.12,0.44,1.83,0.06,-0.25,1.27,-99.9,68.2,2.83,34.8,1.29,1.29,-0.11,1.15,0,851,-0.04,0.28,0.52,0.42,0.32,0.41,-0.27,24.3,45.3,2.62,72.7,1.2,1.2,0.4,1.2
1993,12,199312,0.2,1.36,0.43,0.89,-99.9,0.42,-0.95,-0.04,-0.16,-0.04,-99.9,68.5,4.5,35.4,0.56,-1.45,1.68,-0.6,0,912,0.99,1.16,0.67,-0.34,-0.34,0.37,0.44,26.5,44.4,2.94,63.41,1.71,1.71,1.88,1.71
1994,1,199401,-0.1,0.7,0,0.47,2.38,-0.8,-1.21,-0.24,0.78,-0.55,-99.9,66,4.2,29.4,1.03,-0.77,1.58,0.75,0,1109,0.8,1.12,1.29,0.32,-0.36,0.44,0.59,20.4,38.4,1.78,53.85,1.3,1.3,0.7,0.88
1994,2,199402,0.3,0.08,0.83,-1.16,0.47,-1.27,1.14,1.25,0.53,-0.63,-99.9,64,4.79,37.5,1.72,1.72,2.41,1.72,0,783,1.35,1.46,1.6,1.19,0.04,0.83,0.83,26.6,48.3,2.59,40.5,1.53,1.53,1.08,1.53
1994,12,199412,-1.2,1.78,0.97,0.27,-99.9,0.39,1.35,1.35,-1.1,1.43,-99.9,87.2,1.56,42.2,-1.6,-1.6,-2.37,-1.6,0,700,-1.38,-0.91,-1.2,-0.45,-0.92,0.44,0.6,31.9,52.5,2.69,31.08,1.83,1.83,1.39,1.83
1995,1,199501,-0.4,0.57,0.09,-0.18,1.03,0.2,-1.11,-0.09,-1.77,0.44,-99.9,61.9,5.05,37.3,-0.63,-0.63,2.42,0.68,0,848,1.29,0.16,0.07,-0.47,-0.38,0.59,0.72,28.7,46,2.21,26.96,2.08,2.08,1.3,2.08
1995,2,199502,-0.1,0.85,1.03,-2.05,0.05,0.68,-0.6,-2.08,0.83,-0.27,-99.9,81.9,2.16,34.9,-0.92,-0.92,-1.04,-0.14,0,849,-0.61,0.6,-0.23,-0.82,-0.37,0.13,0.64,24.8,45,2.55,34.92,2.41,2.41,1.64,2.41
1995,12,199512,-0.5,-1.64,0.57,-1.72,-99.9,0.62,0.69,-0.89,-0.63,0.95,-99.9,72,2.03,33.7,0.72,0.72,-0.88,0.05,0,965,-0.93,-0.05,0.89,-0.32,0.39,0.24,0.52,24.2,43.2,2.15,37.9,0.09,2.07,0.27,1.89
1996,1,199601,1,-0.65,-0.53,-0.92,0.26,-0.68,-0.47,2.86,0.46,0.63,-99.9,59.7,5.93,32.9,1.92,1.92,3.82,1.92,0,995,1.74,0.8,0.97,0.57,1.21,0.4,0.69,23.3,42.5,2.1,51.84,0.52,1.42,1.3,0.61
1996,2,199602,0.3,-0.52,-1.12,0.07,0.27,-0.7,-1.29,-0.22,-0.15,2.06,-99.9,56.6,2.79,36.1,1.64,1.64,-0.26,1.45,0,811,-0.07,1.33,0.62,1.17,1.03,0.55,0.44,26.1,46,2.69,62.24,0.9,0.84,1.31,0.54
1996,12,199612,0.9,-1.4,-1.52,0.6,-99.9,-1.53,-0.82,-0.19,-0.35,-0.99,-99.9,70.3,4.74,40.3,4.56,4.56,2.1,4.56,0,758,1.15,1.13,1.04,2.3,1.9,2.34,1.7,30.6,49.9,3.21,67.91,0.43,1.13,1.13,0.23
1997,1,199701,0.5,-1.08,-0.13,-2.31,0.22,0.16,1.68,0.07,-0.72,2.06,-99.9,63.5,2.66,35.2,-0.19,3.9,-0.56,3.63,0,919,-0.34,0.54,0.74,2.04,1.97,1.82,1.49,25,45.5,2.91,72.07,0.05,1.35,0.99,0.8
1997,2,199702,1.7,1.48,1.06,-0.24,-0.03,0.45,0.61,-0.87,0.49,-0.18,-99.9,68.8,2.87,41.6,-0.37,3.3,-0.6,2.75,0,652,-0.01,-0.34,0.43,1.64,1.94,1.78,1.59,31.7,51.5,2.04,72.12,0.52,0.73,1.43,0.34
1997,12,199712,-1,-0.98,1.74,0.91,-99.9,0.85,0.26,0.61,-0.6,1.62,-99.9,81.9,2.76,38,0.25,-1.13,-0.21,-0.58,0,823,-0.3,0.61,0.24,-0.55,-0.98,-0.95,1.03,28.6,47.3,2.78,64.18,0.11,1.02,1.08,0.33
1998,1,199801,-2.7,-0.05,0.14,0.06,0.62,0.3,0.55,0.59,-1.55,-1.75,-99.9,55.1,6.89,40.7,1.74,1.74,4.55,1.74,2,742,2.17,1.51,1.72,0.36,-0.17,-0.15,1.13,32,49.4,2.33,56.12,0.09,0.92,0.03,0.24
1998,2,199802,-2,-0.57,1.33,0.67,-0.33,0.89,2.72,-0.56,-2.74,0.62,-99.9,93.6,5.99,41.5,2.8,2.8,3.72,2.8,0,650,2.07,3.01,2.27,1.69,0.86,0.47,1.54,32.7,50.3,2.05,43.18,0.39,0.39,0.95,0.39
1998,12,199812,1.4,0.72,0.67,0.6,-99.9,-0.39,-0.67,-0.95,1.05,-0.49,-99.9,68.1,3.77,42.6,-4.14,-4.14,-1.25,-4.14,0,681,0.48,-0.54,-1.08,-2.3,-1.08,0.55,-0.22,32.2,53,1.58,33.4,1.14,1.14,2.36,1.14
1999,1,199901,1.8,0.39,-0.27,0.08,-0.89,-0.44,-0.89,-0.01,0.47,-0.47,-99.9,65,4.99,39,-3.34,-3.34,1.11,-2.86,0,808,1.26,1.14,0.3,-1.1,-1.06,0.18,0.05,28.3,49.8,1.57,24.44,2.05,2.05,3.09,2.05
1999,2,199902,1,-0.11,-1.64,1.51,-1.12,-0.46,-0.57,-1.71,-1.42,0.11,-99.9,83.4,2.2,40,-3.46,-3.46,-1.37,-3.44,0,698,-0.57,0.59,0.7,-0.97,-1.61,-0.52,-0.05,28.8,51.3,1.73,34.12,2.52,2.52,2.05,2.52
1999,12,199912,1.4,1.4,0.46,-1.12,-99.9,-0.09,-0.93,-0.34,-0.16,0.41,-99.9,63.4,2.2,39.7,-0.61,-1.72,-1.04,0,0,776,-0.78,-0.83,-0.8,0.85,-0.12,-0.05,0.39,28.7,50.7,2.47,43.72,2.54,2.54,0.82,2.54
2000,1,200001,0.7,0.19,-1.97,-0.21,-0.92,-1.7,0.65,-1.02,-0.11,-0.18,-99.9,46.6,3.25,34,-0.46,-1.45,0.27,0.27,0,955,0.15,-0.47,-0.64,0.91,-0.04,-0.4,-0.13,23.3,44.7,2.3,51.89,2.53,2.53,0.76,2.53
2000,2,200002,1.7,1.48,0.41,-0.41,-0.55,1.2,0.1,-1.16,-0.16,-1.55,-99.9,61.3,1.81,41.5,-1.1,-2,-2.07,-0.9,0,656,-0.93,-0.64,-0.99,0.86,-0.02,-0.45,-0.69,29.8,53.2,2.36,61.02,2.86,2.86,1.77,2.86
2000,12,200012,0.8,-0.63,1.63,-0.68,-99.9,0.92,-0.77,0.94,0.27,-1.17,-99.9,72.2,2.04,30.1,-1.51,-1.51,-1.05,-1.51,0,1072,-0.92,-1.14,-2.23,-0.83,-0.13,-0.51,-0.35,20.3,40,2.94,68.67,2.55,2.55,0.05,2.47
2001,1,200101,1,-0.22,1.53,0.42,-0.9,1.29,-0.85,1.45,-0.41,-0.55,-99.9,60.7,2.26,34.3,-1.7,-1.7,-1.04,-1.7,0,947,-0.73,-1.17,-1.38,-1.21,-0.66,-0.71,-0.75,23.7,45,2.69,73.6,2.47,2.47,0.56,2.47
2001,2,200102,1.7,0.07,-0.39,1.57,0.26,-0.51,0.12,-0.07,0.95,-1.28,-99.9,67.2,2.01,41.2,-2.11,-2.11,-1.75,-2.11,0,675,-0.74,-1.18,-1.56,-1.58,-0.82,-0.67,-0.79,29.5,52.8,2.33,71.98,2.6,2.6,1.15,2.6
2001,12,200112,-0.8,-0.86,-0.89,-0.35,-99.9,0.26,0.46,0.68,-1.34,0.6,-99.9,65.3,2.29,43.4,-2.98,-2.98,-2.55,-2.98,2,662,-0.7,-1.88,-2.36,-1.8,-1.51,-1.57,-1.57,32.6,54.1,2.21,66.34,2.78,2.78,1.34,2.78
2002,1,200201,0.4,0,1.68,-0.04,-0.11,-0.7,0.7,-0.7,0.58,0.15,-99.9,78.9,2.99,39.3,-3.15,-3.15,-1.44,-3.15,0,780,-0.06,-0.56,-1.55,-1.89,-1.15,-1.41,-1.48,28.3,50.3,0.96,59.36,4.07,4.07,4.74,4.07
2002,2,200202,1.1,0.8,1.43,0.87,-0.89,-0.11,-0.56,-1.61,-0.09,0.37,-99.9,81.1,0.9,40.5,-3.9,-3.9,-3.21,-3.9,0,670,-1.89,-1.47,-1.64,-2.44,-1.89,-1.71,-1.63,27.8,53.2,2.66,44.04,3.77,3.77,0.35,3.77
2002,12,200212,-1.1,-0.96,0.62,0.54,-99.9,1.28,1.6,0.96,-0.58,-0.3,-99.9,82.7,4.1,36,1.76,-0.92,1.61,1.36,0,900,0.71,1.31,1.8,0.88,0.34,-0.07,-1.18,26.8,45.2,1.48,27.9,4.41,4.41,3.08,4.41
2003,1,200301,-0.2,-0.32,1.11,-0.14,2.07,1.01,-0.39,-0.51,-0.22,1.24,-99.9,73.5,2.19,31.1,1.23,-1.17,-1.04,0.62,0,1052,-0.8,-0.01,0.73,0.72,0.15,-0.24,-1.14,22.3,40,2.43,31.53,4.54,4.54,1.76,4.54
2003,2,200302,-0.7,0.26,-0.09,0.17,0.94,0.68,0.87,1.55,1.75,1.09,-99.9,66.6,6.1,34.8,2.57,2.57,4.4,2.57,0,858,2.13,1.13,1.23,1.86,0.87,0.77,-0.6,26.7,42.8,1.56,31.77,4.6,4.6,1.57,4.6
2003,12,200312,1.1,0.5,-0.49,0.8,-99.9,0.56,0.31,-0.94,-1.03,0.67,-99.9,66.9,4.17,36.8,5.81,5.81,1.64,5.81,0,858,0.76,1.16,0.72,2.26,2.76,3.09,2.14,26.9,46.7,2.83,38.82,0.54,3.59,1.61,2.92
2004,1,200401,-1.3,-0.85,-0.45,-1.58,0.66,-0.12,-0.35,-0.25,0.18,-0.23,-99.9,33.1,1.95,32.1,4.76,4.76,-1.36,4.2,0,1033,-1.08,-0.1,0.51,1.61,2.48,3.09,2.17,22.3,41.9,3.29,51.3,1.25,2.45,2.31,0.87
2004,2,200402,1.2,-0.6,0.32,0.6,-0.5,1.12,0.63,-0.14,-0.21,-1.2,-99.9,49.6,2.38,36.3,3.99,3.99,-0.84,3.08,0,804,-0.41,-1.14,-0.35,1.16,2.11,2.65,2.37,25.9,46.6,2.25,61.43,0.74,2.94,2.23,2.18
2004,12,200412,-0.8,1.03,-1.19,0.2,-99.9,-0.04,0.24,0.13,1.11,0.02,-99.9,53.2,2.9,38.3,-0.02,3.99,-0.06,3.91,0,814,-0.18,0.56,0.12,1.73,1.75,1.1,2.73,27.5,49,2.81,68,0.74,2.71,0.22,1.99
2005,1,200501,0.3,1.26,-1.77,-0.93,0.73,-0.62,0.08,-0.36,-0.4,-1.18,-99.9,53.2,3.09,37.7,-0.07,3.52,-0.17,3.32,0,858,0.03,-0.17,0.41,1.4,1.66,1.33,3.09,28.1,47.3,2.61,74.66,1.08,2.84,1.23,2.48
2005,2,200502,-3.1,-0.51,-1.96,0.34,-0.29,-0.11,-0.65,0.74,-0.28,-0.51,-99.9,53.3,1.82,39.4,-0.68,2.54,-1.85,1.58,0,722,-0.92,-0.74,-0.7,0.63,1.51,1.22,2.67,28.9,49.8,2.87,70.72,0.71,2.3,0.75,1.62
2005,12,200512,0,-0.5,-1.22,-2.04,-99.9,1.07,-0.71,0.94,-0.28,0.03,-99.9,60.8,3.47,35.1,-0.89,-0.89,0.87,0.4,0,921,0.26,0.57,1.2,0.19,-0.32,-0.61,0.41,25.5,44.6,2.54,63.7,0.48,1.91,0.47,1.03
2006,1,200601,1.7,0.97,-1.03,0.71,-1.07,-0.1,0.82,2.11,-0.77,-1.86,-99.9,73.8,3.1,42.4,-0.99,-0.99,-0.56,0.06,4,699,0.03,0.14,0.42,-0.18,-0.32,-0.62,0.51,32,52.8,1.36,53.78,1.09,2.36,1.96,2.1
2006,2,200602,0.1,-1.02,-0.59,2.06,0.57,-0.44,-0.61,0.12,1.29,0.54,-99.9,77.9,1.65,37.4,-1.52,-1.52,-1.92,-1.12,0,763,-1.08,-0.85,-0.49,-0.27,-0.53,-0.64,0.41,26.6,48.3,2.38,42.33,1.1,2.24,0.36,2.04
2006,12,200612,-0.3,1.15,1,1.18,-99.9,1.55,1.31,-0.04,0.33,0.54,-99.9,82.8,1.9,43.1,-0.57,2.77,-1.71,2.05,0,666,-1.05,0.59,1.43,1.51,1.48,0.6,0.06,31,55.1,3.33,32.04,0.54,1.47,1.61,0.57
2007,1,200701,-0.8,-0.25,1.51,1.81,-1.14,0.27,0,-2.33,1.2,-0.19,-99.9,82.2,3.19,39.9,-0.58,2.42,-0.22,1.56,2,771,0.1,-0.68,0.47,1.65,1.5,0.61,0.02,30,49.7,2.34,31.8,0.88,0.92,1.19,0.45
2007,2,200702,-0.1,-0.98,1.68,0.15,0.93,-0.42,0.74,0.54,0.71,-1.14,-99.9,50.8,2.15,31.9,-0.83,1.86,-0.93,0.63,0,934,-0.62,-0.46,-1,1.67,1.78,0.73,0.06,21.9,41.9,2.16,32.52,1.05,0.57,0.77,1.02
2007,12,200712,1.7,0.23,-0.12,0.37,-99.9,-0.16,0.28,0.43,0.96,-0.15,-99.9,50.3,3.35,41.5,-3.65,-3.65,-0.93,-3.65,0,738,0.17,-0.84,0,-1.27,-1.4,-1.51,-0.58,32.3,50.6,2.16,35.44,1.03,1.03,0.28,1.03
2008,1,200801,1.8,0.53,-0.35,0.92,-1.25,-1.06,-0.64,0.46,0.16,-0.35,-99.9,61.6,1.42,36,-4.06,-4.06,-2.36,-4.06,0,881,-1.86,-0.87,-1.58,-1.32,-1.99,-1.82,-0.83,25.7,46.3,2.52,51.89,0.88,0.88,0.13,0.68
2008,2,200802,2.6,0.38,0.47,0.01,-0.4,0.37,0.12,-0.21,0.75,0.26,-99.9,46.4,2.71,40.3,-3.88,-3.88,-0.72,-3.88,0,694,-0.14,-1.28,-0.87,-1.14,-1.6,-1.82,-0.7,29.6,51,2.71,60.8,0.56,0.56,0.71,0.26
2008,12,200812,1.4,-0.35,-1.44,1.01,-99.9,-1.71,-1.46,0.38,1.73,-0.48,-99.9,68.1,4,40.2,-1.96,-1.96,0.67,-1.6,0,767,0.64,0.46,-0.28,-0.32,0.13,-0.45,-1.46,30.3,50,3.24,66.85,1.03,1.03,1.6,1.03
2009,1,200901,1.1,-0.52,1.13,0.01,-0.18,0.13,-1.33,0.06,1.96,0.57,-99.9,58.3,2.92,32.6,-1.79,-1.79,-0.1,-1.42,0,1014,-0.11,0.31,0.26,-0.32,-0.43,-0.18,-1.39,23,42.2,2.73,72.61,1.2,1.2,0.82,1.2
